country3,country2,country,region,subregion,place_name,station_name,type,stn_key,status,icao,national_id,wmo,wban,ghcn,special,lat,lon,elev,tz
BFA,BF,Burkina Faso,BAL,-,Poura,Poura AP,,BFaaDFCR,-,DFCR,,,,,,11.6166667,-2.75,266.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,BAM,Bam,Kongoussi|Bango,Kongoussi AP,,BFaaDFCG,-,DFCG,,,,,,13.3166667,-1.5333333,308.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,BGR,Bougouriba,Diebougou|Di�bougou,Diebougou AP,,BFaaDFOU,-,DFOU,,,,,,10.95,-3.25,284.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,BLG,-,Tenkodogo|B�gouab�na,Tenkodogo AP,,BFaaDFET,-,DFET,,,,,,11.8,-0.3666667,312.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,BLG,-,Zabr�|Zabre|Songou,Zabr� AP,,BFaaDFEZ,-,DFEZ,,,,,,11.1666667,-0.6333333,252.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,BLK,-,Koudougou|Dy�poungo,Koudougou AP,,BFaaDFCK,-,DFCK,,,,,,12.2666667,-2.4,326.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,C,Blitta,Blitta,Blitta,,0-768-0-65507,-,DFEF,,65507,,UV000005507,,8.3312,0.981,350.0,Africa/Lome
BFA,BF,Burkina Faso,COM,-,Banfora|Nafona,Banfora AP,,BFaaDFOB,-,DFOB,,,,,,10.683333,-4.716667,322.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,COM,-,Loumana,Loumana AP,,BFaaDFOL,-,DFOL,,,,,,10.5666667,-5.35,343.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,COM,-,Mangodara,Mangodara,,0-20000-0-65523,-,,,65523,,,,9.9,-4.35,260.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,COM,-,Sideradougou|Tanga,Sideradougou AP,,BFaaDFOS,-,DFOS,,,,,,10.6666667,-4.2666667,322.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,GAN,Ganzourgou,Zorgo|Zorgho,Zorgo AP,,BFaaDFEO,-,DFEO,,,,,,12.25,-0.6166667,305.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,GNA,-,Bogande|D�p�rgou,Bogande AP,,BFaaDFEB,-,DFEB,,,,,,12.9833333,-0.1666667,295.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,IOB,Ioba,Dano,Dano AP,,BFaaDFOA,-,DFOA,,,,,,11.1333333,-3.0666667,316.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,KEN,K�n�dougou,Orodara,Orodara AP,,BFaaDFOR,-,DFOR,,,,,,10.9833333,-4.9333333,553.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,KMP,Kompienga,Pama,Pama AP,,BFaaDFEP,-,DFEP,,,,,,11.25,0.7,202.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,KOP,Koulp�logo,Komin-Yanga,Komin-Yanga AP,,BFaaDFEC,-,DFEC,,,,,,11.7,0.15,263.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,KOP,Koulp�logo,Ouargaye,Ouargaye AP,,BFaaDFEY,-,DFEY,,,,,,11.5166667,0.05,273.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,KOS,Kossi,Nouna,Nouna AP,,BFaaDFON,-,DFON,,,,,,12.75,-3.8666667,283.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,KOT,-,Koupela|Tyib�,Koupela AP,,BFaaDFEK,-,DFEK,,,,,,12.1666667,-0.3,309.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,LOR,Yatenga,Titao,Titao AP,,BFaaDFCI,-,DFCI,,,,,,13.7666667,-2.0833333,330.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,MOU,-,Safane|Kongosso,Safane AP,,BFaaDFOF,-,DFOF,,,,,,12.15,-3.1833333,289.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,NAM,-,Boulsa|Yargo,Boulsa AP,,BFaaDFEA,-,DFEA,,,,,,12.6580556,-0.5686111,317.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,NOU,-,Batie|Bate|Tanpor,Batie AP,,BFaaDFCE,-,DFCE,,,,,,9.8833333,-2.9166667,303.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,OUD,Oudalan,Gorom-Gorom|Gorom Gorom,Gorom-Gorom AP,,BFaaDFEG,-,DFEG,,,,,,14.4547222,-0.2186111,270.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,OUD,Oudalan,Markoye|Kouy�ra,Markoye,,0-20000-0-65500,-,,,65500,,,,14.63333333,-0.066666667,295.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,OUD,Oudalan,Tambao|Markoye,Tambao AP,,BFaaDFEM,-,DFEM,,,,,,14.8,0.05,267.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,P,Haho,Notse,Notse,,0-768-0-65505,-,DFOD,,65505,,,,6.9512,1.1821,150.0,Africa/Lome
BFA,BF,Burkina Faso,PAS,Passore,Yako,Yako AP,,BFaaDFCY,-,DFCY,,,,,,12.95,-2.2833333,331.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,SEN,S�no,Dori,Dori,,0-20000-0-65501,-,DFEE,,65501,,UV000065501,,14.03333333,-0.033333333,276.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,SEN,Yagha,Sebba|Sago,Sebba AP,,BFaaDFES,-,DFES,,,,,,13.45,0.5166667,256.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,SIS,Sissili,Leo|L�o,Leo AP,,BFaaDFCL,-,DFCL,,,,,,11.1,-2.1,349.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,SMT,Sanmatenga,Barsalogho|Barsalogo,Barsalogho AP,,BFaaDFCB,-,DFCB,,,,,,13.4,-1.0666667,330.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,SMT,Sanmatenga,Kaya|L�l�gu�ss�,Kaya AP,,BFaaDFCA,-,DFCA,,,,,,13.0666667,-1.1166667,385.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,SNG,-,Didyr,Didyr AP,,BFaaDFCD,-,DFCD,,,,,,12.55,-2.6166667,301.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,SNG,-,Tenado|T�nado,Tenado AP,,BFaaDFCT,-,DFCT,,,,,,12.2,-2.5833333,295.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,SOM,Soum,Aribinda,Aribinda AP,,BFaaDFOY,-,DFOY,,,,,,14.2166667,-0.8833333,331.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,SOM,Soum,Djibo,Djibo AP,,BFaaDFCJ,-,DFCJ,,,,,,14.1,-1.6333333,299.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,SOR,Sourou,Tougan,Tougan AP,,BFaaDFOT,-,DFOT,,,,,,13.0666667,-3.0666667,297.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,TAP,Tapoa,Diapaga,Diapaga AP,,BFaaDFED,-,DFED,,,,,,12.05,1.8,290.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,TAP,Tapoa,Kantchari|Gondyori,Kantchari AP,,BFaaDFEL,-,DFEL,,,,,,12.46700001,1.5,276.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,TUI,-,Hounde|Band�,Hounde AP,,BFaaDFOH,-,DFOH,,,,,,11.4833333,-3.5166667,327.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,YAT,Yatenga,Seguenega|Wanar�,Seguenega AP,,BFaaDFCS,-,DFCS,,,,,,13.4333333,-2,324.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,ZON,Yatenga,Gourcy|Bassinam,Gourcy AP,,BFaaDFCU,-,DFCU,,,,,,13.2,-2.3666667,327.0,Africa/Ouagadougou
BFA,BF,Burkina Faso,ZOU,Zoundweogo Province,Manga,Manga AP,,BFaaDFCM,-,DFCM,,,,,,11.6666667,-1.0666667,274.0,Africa/Ouagadougou
BGD,BD,Bangladesh,32,-,Dhaka|Dacca|Solpur,Kurmitola/Zia Intl,,0-20000-0-41922,-,VGZR,,41922,,,,23.85,90.4,9.0,Asia/Dhaka
BGD,BD,Bangladesh,32,-,Dhaka|Dacca|Tejteri B?z?r,Tejgaon/Military,,0-20000-0-41923,-,VGTJ,,41923,,,,23.76666667,90.38333333,8.0,Asia/Dhaka
BGD,BD,Bangladesh,32,-,Dhaka|Solpur,Hazrat Shahjalal Intl,,BDaaVGHS,-,VGHS,,,,,,23.843347,90.397783,8.2,Asia/Dhaka
BGD,BD,Bangladesh,32,-,Faridpur|Guha Lakshmipur,Faridpur,,BDs41916,-,,,41916,,,,23.617,89.85,12.0,Asia/Dhaka
BGD,BD,Bangladesh,32,-,Farodpur|Far?dpur,Farodpur,,0-20000-0-41929,-,,,41929,,,,23.6,89.85,8.0,Asia/Dhaka
BGD,BD,Bangladesh,32,-,Jamalpur|Jam?lpur,Jamalpur,,0-20000-0-41884,-,,,41884,,,,24.93333333,89.95,18.0,Asia/Dhaka
BGD,BD,Bangladesh,32,-,Joydevpur|Chhota Deora,Joydevpur,,0-20000-0-41921,-,,,41921,,,,23.98333333,90.41666667,12.0,Asia/Dhaka
BGD,BD,Bangladesh,32,-,Kurmitola|M?ijhgaon,Kurmitola,,PKw32905,-,,,,32905,,,23.85,90.4833,8.0,Asia/Dhaka
BGD,BD,Bangladesh,32,-,Madaripur|Gh?tm?jhi,Madaripur,,BDs41928,-,,,41928,,,,23.167,90.183,16.0,Asia/Dhaka
BGD,BD,Bangladesh,32,-,Madaripur|Gh?tm?jhi,Madaripur,,0-20000-0-41939,-,,,41939,,,,23.16666667,90.18333333,7.0,Asia/Dhaka
BGD,BD,Bangladesh,32,-,Mymensingh|Baera Bh?luka,Mymensingh,,0-20000-0-41886,-,,,41886,,,,24.71666667,90.43333333,18.0,Asia/Dhaka
BGD,BD,Bangladesh,32,-,Tangail|T?ng?il,Tangail,,0-20000-0-41909,-,,,41909,,,,24.25,89.93333333,17.0,Asia/Dhaka
BGD,BD,Bangladesh,46,-,Chuadanga|Teyepur,Chuadanga,,0-20000-0-41926,-,,,41926,,,,23.65,88.81666667,10.0,Asia/Dhaka
BGD,BD,Bangladesh,46,-,Jessore|M?dghopa,Jessore AP,,0-20000-0-41936,-,VGJR,,41936,,BGM00041936,,23.18333333,89.16666667,6.0,Asia/Dhaka
BGD,BD,Bangladesh,46,-,Khulna|Jh?rbh?nga,Khulna,,0-20000-0-41947,-,,,41947,,,,22.78333333,89.53333333,3.0,Asia/Dhaka
BGD,BD,Bangladesh,46,-,Khulna|Sulpur,Khulna,,BDs41931,-,,,41931,,,,22.85,89.567,10.0,Asia/Dhaka
BGD,BD,Bangladesh,46,-,Mongla|Ch?lna,Mongla,,0-20000-0-41958,-,,,41958,,,,22.6,89.5,8.0,Asia/Dhaka
BGD,BD,Bangladesh,46,-,Satkhira|Pal?spol,Satkhira,,0-20000-0-41946,-,,,41946,,,,22.71666667,89.08333333,4.0,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Barisal|Gauasar,Barisal,,BDs41932,-,,,41932,,BGM00041950,,22.717,90.367,12.0,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Barisal|K?g?sura,Barisal,,0-20000-0-41950,-,,,41950,,,,22.75,90.36666667,3.0,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Barisal|Kh?pura,Barisal AP,,BDaaVGBR,-,VGBR,,,,,,22.798942,90.301236,3.0,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Bhola,Bhola,,BDs41937,-,,,41937,,,,22.683,90.65,15.0,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Bhola,Bhola,,0-20000-0-41951,-,,,41951,,,,22.68333333,90.65,4.0,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Chandpur|D?sdi,Chandpur,,0-20000-0-41941,-,,,41941,,,,23.26666667,90.7,6.0,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Char Chapli Island|Dohaich?ndp?ra,Char Chapli Island,,PKw32951,-,,,,32951,,,21.7833,90.15,3.0,-
BGD,BD,Bangladesh,-,-,Comilla|Un?is?r,Comilla,,0-20000-0-41933,-,VGCM,,41933,,,,23.43333333,91.18333333,9.0,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Feni|Maheshpur,Feni,,BDs41935,-,,,41935,,,,23,91.4,9.0,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Feni|Ruhitia,Feni,,0-20000-0-41943,-,,,41943,,BGM00041943,,23.03333333,91.41666667,6.0,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Hatia|Nalchira,Hatia,,0-20000-0-41963,-,,,41963,,,,22.43333333,91.1,2.0,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Maijdicourt,Maijdicourt,,0-20000-0-41953,-,,,41953,,,,22.86666667,91.1,5.0,Asia/Dhaka
BGD,BD,Bangladesh,-,Cox's Bazar,"Saint Martin, Cox's Bazar","Saint Martin, Cox's Bazar",,0-20000-0-41955,-,,,41955,,,,20.60277778,92.32833333,7.0,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Shamshernagar|Munshi B?z?r,Shamshernagar AP,,BDaaVGSH,-,VGSH,,,,,,24.398844,91.916861,17.1,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Srimangal,Srimangal,,0-20000-0-41915,-,,,41915,,,,24.3,91.73333333,22.0,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Sylhet|Dhop?gul,Sylhet AP,,0-20000-0-41890,-,,,41890,,BGM00041891,,24.96666667,91.88333333,15.2,Asia/Dhaka
BGD,BD,Bangladesh,-,-,Weliabad,Weliabad,,,-,,,42010,,,,20.86,92.3,6,Asia/Dhaka
BGD,BD,Bangladesh,BAR,-,Chillimpur|Tulatuli,Chillimpur,,0-20000-0-41944,-,,,41944,,,,23.24083333,92.06416667,53.0,Asia/Dhaka
BGD,BD,Bangladesh,BAR,-,Chittagong|Jhautala,Ambagan,,0-20000-0-41977,-,,,41977,32921,,,22.35,91.81666667,33.0,Asia/Dhaka
BGD,BD,Bangladesh,BAR,-,Chittagong|Jhautala,Chittagong,,BDs41940,-,,,41940,,,,22.35,91.817,29.0,Asia/Dhaka
BGD,BD,Bangladesh,BAR,-,Chittagong|Patenga|M.a. Hannan Intl|K?m?l Mah?janer H?t,Shah Amanat International AP|MA Hannan International AP|Chittagong AFB,,0-20000-0-41978,-,VGEG,,41978,,,,22.26666667,91.81666667,4.0,Asia/Dhaka
BGD,BD,Bangladesh,BAR,-,Cox's Bazar|Malaher Para,Cox's Bazar,,0-20000-0-41992,-,VGCB,,41992,,,,21.43333333,91.93333333,2.0,Asia/Dhaka
BGD,BD,Bangladesh,BAR,-,Dohazari Pakistan|Sonaichari,Dohazari Pakistan,,PKs74926,-,,,74926,,,,22.249,92.083,62.0,
BGD,BD,Bangladesh,BAR,-,Dohazari|Sonaichari,Dohazari,,PKw32937,-,,,,32937,,,22.25,92.0833,4.0,
BGD,BD,Bangladesh,BAR,-,Kaptai,Kaptai,,0-20000-0-41967,-,,,41967,,,,22.48333333,92.23333333,26.0,Asia/Dhaka
BGD,BD,Bangladesh,BAR,-,Kutubdia|Baraghop,Kutubdia,,0-20000-0-41989,-,,,41989,,,,21.81666667,91.85,2.0,Asia/Dhaka
BGD,BD,Bangladesh,BAR,-,Rangamati|Dighalchari,Rangamati,,0-20000-0-41966,-,,,41966,,,,22.53333333,92.2,63.0,Asia/Dhaka
BGD,BD,Bangladesh,BAR,-,Sandvip|Sandw?p,Sandvip,,BDs41945,-,,,41945,,,,22.483,91.417,0.0,Asia/Dhaka
BGD,BD,Bangladesh,BAR,-,Sandwip|Sandw?p,Sandwip,,0-20000-0-41964,-,,,41964,,,,22.48333333,91.43333333,2.0,Asia/Dhaka
BGD,BD,Bangladesh,BAR,-,Sitakundu|B?rabkunda Bara,Sitakundu,,0-20000-0-41965,-,,,41965,,,,22.58333333,91.7,6.0,Asia/Dhaka
BGD,BD,Bangladesh,BAR,-,Teknaf|Pur?n Pali?np?ra,Teknaf,,0-20000-0-41998,-,,,41998,,,,20.86666667,92.3,5.0,Asia/Dhaka
BGD,BD,Bangladesh,C,Dhaka,Dhaka?,CAAB Headquarters,,XXXXXXXX,-,VGHQ,,,,,,23.8535,90.4048,16.0,Asia/Dhaka
BGD,BD,Bangladesh,C,Dhaka,Dhaka|Dacca,Dhaka FIR,,XXXXXXXX,-,VGFR,,,,,,23.8377,90.4152,13.0,Asia/Dhaka
BGD,BD,Bangladesh,C,Kishoregonj,"Nikli, Kishorganj","Nikli, Kishorganj",,0-20000-0-41902,-,,,41902,,,,24.32527778,90.93916667,7.0,Asia/Dhaka
BGD,BD,Bangladesh,CHI,-,Borhanuddin|Kutba,Borhanuddin,,0-20000-0-41938,-,,,41938,,,,23.01305556,89.8225,8.0,Asia/Dhaka
BGD,BD,Bangladesh,CHI,-,Khepupara|Kal?p?ra,Khepupara,,BDs41961,-,,,41961,,,,21.983,90.233,10.0,Asia/Dhaka
BGD,BD,Bangladesh,CHI,-,Khepupara|Kal?p?ra,Khepupara,,0-20000-0-41984,-,,,41984,,,,21.98333333,90.23333333,2.0,Asia/Dhaka
BGD,BD,Bangladesh,CHI,-,Patuakhali|Pasarbania,Patuakhali,,0-20000-0-41960,-,,,41960,,,,22.33333333,90.33333333,2.0,Asia/Dhaka
BGD,BD,Bangladesh,D,Jhenaidah,"Kumarkhali, Kushtia","Kumarkhali, Kushtia",,0-20000-0-41927,-,,,41927,,,,23.52,89.14638889,12.0,Asia/Dhaka
BGD,BD,Bangladesh,E,Rajshahi,"Badalgachhi, Naogaon","Badalgachhi, Naogaon",,0-20000-0-41881,-,,,41881,,,,24.58055556,88.53666667,14.0,Asia/Dhaka
BGD,BD,Bangladesh,E,Natore,"Tarash, Sirajgani","Tarash, Sirajgani",,0-20000-0-41897,-,,,41897,,,,24.25944444,89.22916667,7.0,Asia/Dhaka
BGD,BD,Bangladesh,F,Thakurgaon,"Dimla, Nilphamari","Dimla, Nilphamari",,0-20000-0-41851,-,,,41851,,,,26.08583333,88.5575,51.0,Asia/Dhaka
BGD,BD,Bangladesh,F,Panchagarh,"Tetulia, Panchagor","Tetulia, Panchagor",,0-20000-0-41850,-,,,41850,,,,26.34416667,88.60722222,62.0,Asia/Dhaka
BGD,BD,Bangladesh,H,Netrakona,Netrokona Sadar,Netrokona Sadar,,0-20000-0-41888,-,,,41888,,,,24.88611111,90.72916667,7.0,Asia/Dhaka
BGD,BD,Bangladesh,RAJ,-,Bogra|Chak Brind?ban,Bogra,,0-20000-0-41883,-,,,41883,,BGM00041883,,24.85,89.36666667,18.0,Asia/Dhaka
BGD,BD,Bangladesh,RAJ,-,Dinajpur|Baltair,Dinajpur,,0-20000-0-41863,-,,,41863,,,,25.65,88.68333333,36.0,Asia/Dhaka
BGD,BD,Bangladesh,RAJ,-,Ishurdi|B?l B?mni,Ishurdi,,BDs41855,-,,,41855,,BGM00041907,,24.15,89.033,13.7,Asia/Dhaka
BGD,BD,Bangladesh,RAJ,-,Ishurdi|Iswardi,Ishurdi,,0-20000-0-41907,-,VGIS,,41907,,,,24.13333333,89.05,13.0,Asia/Dhaka
BGD,BD,Bangladesh,RAJ,-,Lalmonirhat|Kamjiban,Lalmonirhat,,BDaaVGLM,-,VGLM,,41862,,,,25.8877778,89.4297222,30.0,Asia/Dhaka
BGD,BD,Bangladesh,RAJ,-,Rajshahi|Sucharan,Rajshahi,,0-20000-0-41895,-,VGRJ,,41895,,,,24.36666667,88.7,17.0,Asia/Dhaka
BGD,BD,Bangladesh,RAJ,-,Rajshahi|Terak?na,Rajshahi,,0-20000-0-41856,-,,,41856,,,,25.79833333,89.545,35.0,Asia/Dhaka
BGD,BD,Bangladesh,RAJ,-,Rangpur|Deodoba,Rangpur,,0-20000-0-41859,-,,,41859,,BGM00041859,,25.73333333,89.23333333,33.0,Asia/Dhaka
BGD,BD,Bangladesh,RAJ,-,Saidpur|B?r?is?lp?ra,Saidpur,,0-20000-0-41858,-,VGSD,,41858,,,,25.75,88.91666667,39.0,Asia/Dhaka
BGD,BD,Bangladesh,RAJ,-,Serajgonj|Sirajganj,Serajgonj,,0-20000-0-41898,-,,,41898,,,,24.45,89.7,13.0,Asia/Dhaka
BGD,BD,Bangladesh,RAJ,-,Sirajganj,Sirajganj,,BDs41860,-,,,41860,,,,24.45,89.7,18.0,Asia/Dhaka
BGD,BD,Bangladesh,RAJ,-,Thakurgaon|Makurgaon|Kristopur,Thakurgaon,,0-20000-0-41852,-,VGSG,,41852,,,,26.01666667,88.4,53.0,Asia/Dhaka
BGD,BD,Bangladesh,RK,-,Teknaf|Jinjira Dakhinp?ra,Teknaf,,0-20000-0-41980,-,,,41980,,,,22.19972222,92.21666667,30.0,Asia/Dhaka
BGD,BD,Bangladesh,SYL,-,Sylhet,Osmani,,0-20000-0-41891,-,VGSY,,41891,,,,24.9,91.88333333,34.0,Asia/Dhaka
BGD,BD,Bangladesh,SYL,-,Sylhet,Sylhet,,BDs41900,-,,,41900,,,,24.9,91.883,15.0,Asia/Dhaka
BGR,BG,Bulgaria,02,Obshtina Tsarevo,Achtopol|Brodilovo,Achtopol,,0-20000-0-15661,-,,,15661,,,,42.1,27.85,18.0,Europe/Sofia
BGR,BG,Bulgaria,02,Obshtina Sliven,Bezmer|Bozadzhii,Bezmer MIL AD,,XXXXXXXX,-,LBIA,,,,,,42.4552778,26.3516667,155.0,Europe/Sofia
BGR,BG,Bulgaria,2,Obshtina Burgas,Burgas|Kvartal Kraymorie,Burgas AP,,0-20000-0-15655,-,LBBG,,15655,,,,42.5,27.48333333,27.0,Europe/Sofia
BGR,BG,Bulgaria,2,-,Burgas|Sarafovo,Burgas,,BGaaKQHD,-,KQHD,,,,,,42.57,27.52,41.0,Europe/Sofia
BGR,BG,Bulgaria,02,Obshtina Elkhovo,Elhovo|Elkhovo,Elhovo,,0-20000-0-15642,-,,,15642,,,,42.18333333,26.56666667,138.0,Europe/Sofia
BGR,BG,Bulgaria,02,Obshtina Karnobat,Karnobat,Karnobat,,BGs15646,-,,,15646,,,,42.65,26.983,225.0,Europe/Sofia
BGR,BG,Bulgaria,02,-,Primorsko|Duni,Primorsko,,BGs15662,-,,,15662,,,,42.2833,27.75,3.0,Europe/Sofia
BGR,BG,Bulgaria,2,-,Primorsko|Duni,Primorsko AP,,BGaaLBPR,-,LBPR,,,,,,42.259722,27.703611,4.3,Europe/Sofia
BGR,BG,Bulgaria,02,-,Slanchev Bryag,Slanchev Bryag AFLD,,BGaaLBSB,-,LBSB,,,,,,42.727,27.622,48.0,Europe/Sofia
BGR,BG,Bulgaria,02,Obshtina Sliven,Sliven|Sotirya,Sliven,,0-20000-0-15640,-,,,15640,,,,42.66666667,26.33333333,257.0,Europe/Sofia
BGR,BG,Bulgaria,02,Obshtina Yambol,Yambol|Kukorevo,Yambol,,BG156360,-,,,15636,,,,42.483,26.517,146.0,Europe/Sofia
BGR,BG,Bulgaria,3,-,Balchik|Vasil Levski,Balchik MIL AD,,BGaaLBWB,-,LBWB,,,,,,43.424444,28.180833,188.1,Europe/Sofia
BGR,BG,Bulgaria,03,Obshtina Varna,Chayka (mil Ad),Chaika MIL HEL|Chayka MIL AD,,XXXXXXXX,-,LBWC,,,,,,43.1880556,27.8483333,3.0,Europe/Sofia
BGR,BG,Bulgaria,03,Obshtina Shabla,Shabla,Shabla,,0-20000-0-15561,-,,,15561,,,,43.53333333,28.53333333,27.0,Europe/Sofia
BGR,BG,Bulgaria,03,Obshtina Shumen,Shumen|Divdyadovo,Shumen,,BGs15544,-,,,15544,,,,43.267,26.933,242.0,Europe/Sofia
BGR,BG,Bulgaria,03,-,Sveta Marina,Sveta Marina HEL,,BGaaLBSV,-,LBSV,,,,,,43.226,27.939,117.0,Europe/Sofia
BGR,BG,Bulgaria,03,Obshtina Varna,Varna,Varna,,BGcVARNA,-,,,,,,,43.2,27.917,23.0,Europe/Sofia
BGR,BG,Bulgaria,3,Obshtina Varna,Varna|Sv. Konstantin i Elena,Varna Intl AP,,BGaaLBWN,-,LBWN,,,,,,43.231,27.825,70.0,Europe/Sofia
BGR,BG,Bulgaria,3,Obshtina Varna,Varna|Sv. Konstantin i Elena,Varna MET OBS,,0-20000-0-15552,-,,,15552,,,,43.2,27.95,40.0,Europe/Sofia
BGR,BG,Bulgaria,06,-,Vratsa,Vratsa AFLD,,BGaaLBVR,-,LBVR,,,,,,43.255,23.532,282.0,Europe/Sofia
BGR,BG,Bulgaria,07,-,Draganovtsi,Draganovtsi AFLD,,XXXXXXXX,-,LBDR,,,,,,42.942222,25.170833,257.9,Europe/Sofia
BGR,BG,Bulgaria,07,-,Gabrovo,Alpha Metal AD,,BGXXLBAM,-,LBAM,,,,,,42.948611,25.358889,616.6,Europe/Sofia
BGR,BG,Bulgaria,08,Obshtina Kavarna,Kaliakpa|B?lgarevo,Kaliakpa,,0-20000-0-15562,-,,,15562,,,,43.36666667,28.46666667,63.0,Europe/Sofia
BGR,BG,Bulgaria,09,-,Studen Kladenets,Studen Kladenets Dam Seaplane,,BGaaLBSK,-,LBSK,,,,,,41.61,25.64,169.0,Europe/Sofia
BGR,BG,Bulgaria,11,Obshtina Pleven,Bohot|Bokhot,Bohot AP|Bohot-LM AFLD,,BGaaLBBO,-,LBBO,,,,,,43.30638885,24.69138908,344.0,Europe/Sofia
BGR,BG,Bulgaria,11,Obshtina Dolna Mitropoliya,Dolna Mitropoliya Air Base,Dolna Mitropoliya MIL AD,,BGaaLBPL,-,LBPL,,,,,,43.4513889,24.5027778,79.0,Europe/Sofia
BGR,BG,Bulgaria,11,Obshtina Veliko T?rnovo,Gorna Orechovista|Samovodene,Gorna Orechovista|Gorna Oryahovitsa,,BGaaLBGO,-,LBGO,,,,,,43.151667,25.711944,86.3,Europe/Sofia
BGR,BG,Bulgaria,11,Obshtina Pordim,Grivitsa|Zgalevo,Grivitsa AP,,BGaaLBGR,-,LBGR,,,,,,43.40000153,24.76666641,260.0,Europe/Sofia
BGR,BG,Bulgaria,11,-,Lovetch|Bakhovitsa,Lovetch,,0-20000-0-15525,-,,,15525,,,,43.15,24.7,220.0,Europe/Sofia
BGR,BG,Bulgaria,11,Obshtina Pleven,Pleven|Bukovl?k,Pleven,,BGs15526,-,,,15526,,,,43.4167,24.6,115.0,Europe/Sofia
BGR,BG,Bulgaria,11,Obshtina Pleven,Pleven|K?shin,Pleven,,0-20000-0-15528,-,,,15528,,,,43.4,24.6,156.0,Europe/Sofia
BGR,BG,Bulgaria,11,Obshtina Svishtov,Svichtov|Svishtov,Svichtov,,0-20000-0-15533,-,,,15533,,,,43.61666667,25.35,24.0,Europe/Sofia
BGR,BG,Bulgaria,11,Obshtina Veliko T?rnovo,Veliko Tarnovo|Arbanasi,Veliko Tarnovo,,0-20000-0-15530,-,,,15530,,,,43.08333333,25.65,217.0,Europe/Sofia
BGR,BG,Bulgaria,12,-,Erden|Kvartal Ogosta,Erden AP,,BGaaLBRD,-,LBRD,,,,,,43.4991684,23.30472183,178.0,Europe/Sofia
BGR,BG,Bulgaria,12,Obshtina Gramada,Gramada,Gramada,,BGs15503,-,,,15503,,,,43.833,22.667,256.0,Europe/Sofia
BGR,BG,Bulgaria,12,Obshtina Lom,Lom,Lom,,0-20000-0-15511,-,,,15511,,,,43.81666667,23.25,32.0,Europe/Sofia
BGR,BG,Bulgaria,12,-,Montana,Montana AFLD,,BGaaLBMO,,LBMO,,,,,,43.382,23.263,228.0,Europe/Sofia
